Size,Weight,Sweetness,Softness,HarvestTime,Ripeness,Acidity,Peel Thickness,Banana Density,Quality
-1.159301,-3.2701142,-1.5721004,1.6985865,-4.512177,0.6406058,-1.2204169,0.35609391232348486,72872.994090495,0
3.6900516,-0.58165467,-0.8988556,2.5069628,2.7941322,1.0154659,-2.0261219,0.6353452645651315,4985.48948609867,1
-4.0002484,-0.9857318,0.17506847,-0.4331806,-3.242505,0.1958813,-1.1757774,0.6659460020125088,68481.32727594502,0
-0.57479125,-2.5952368,-0.36430475,2.949511,0.06330368,2.5356948,-2.8828135,0.1382767397401803,21864.539808142836,1
-1.638417,-4.6306014,0.75592905,1.52144,2.5289423,3.8047674,-4.6335883,0.6975575761208267,71570.32334585457,1
-1.875636,-2.7861114,-1.1829143,0.34378,-0.7848594,1.8412536,-2.924241,0.11985797729586067,58738.07246387388,0
-3.5053008,-1.5288157,-0.3067741,0.758694,-1.2031988,1.7179345,-3.2678394,0.36072167221385454,66197.9523752379,0
-2.591873,0.25156787,0.52620775,2.2655735,-1.125192,-1.9223725,0.742132,0.9486214102240874,67111.96391589969,0
0.675412,-1.1493906,-1.6092621,-2.1743445,-2.8839595,-0.5231644,-0.7797002,0.3591333367616796,72265.00323954302,0
-1.6697359,-0.093071364,0.13206817,-3.3399823,-3.1172335,3.935006,1.0829,0.10916863245306174,43947.76137362102,1
-1.712525,-2.31179,-2.5432558,0.8259165,1.1109194,-2.5470297,3.4807935,0.0032705604365440566,83758.34627139346,0
-0.96832305,-2.1576147,-0.95162165,-0.81691706,-2.169761,3.0820675,-0.28303352,0.7563902086530658,-410.50523032387684,0
-0.7069584,-0.79473263,-1.916457,-0.7622394,1.2588925,0.22521938,-2.7922397,0.9154619486558545,87623.60563964913,1
-0.49947178,1.0996529,0.8723476,-1.6197565,0.591748,1.4883187,2.5202386,0.3942637299384385,93448.78510423361,0
-2.0800774,-2.6861415,-1.1769048,-3.0394385,-0.10488,3.1554391,-0.42597455,0.388900733389558,71944.09963566654,0
-2.1178348,0.44823825,-0.70804936,-0.023589922,-1.7690532,-0.0029501768,1.4737345,0.6187475270492112,60629.11935962371,1
-1.4809215,-4.425732,-1.4256401,1.038373,-4.3913774,-2.3348415,0.371576,0.03543786796794235,47990.937091615015,0
-3.13794,-3.1036294,-1.4830813,1.7537435,-3.4851332,-0.11406531,1.2530622,0.08738840595505926,42272.464356876495,0
-2.491844,1.5087562,2.6241438,-0.8236021,-1.9812828,-1.6943909,-0.9696699,0.6963426810023092,95401.30126435835,1
-1.7630078,0.55696803,-3.9805813,-4.5650215,0.22946964,-1.9542923,-2.5364,0.4858199310530108,91324.80908751604,0
1.8870394,-1.6046321,-0.629198,2.0370266,1.828951,3.036977,-1.8242047,0.7715781537609528,46421.66259851615,1
0.6510951,-0.9850751,-0.62041885,0.48073342,0.039188843,-2.0419128,2.0559583,0.27394754235052843,76863.73516327485,0
-3.4795442,-1.5490267,-0.11266733,0.9613446,-1.8005772,1.5011916,2.3860836,0.33412718830002763,32365.39850577485,0
0.80238056,-4.577339,0.22111382,-0.10307654,0.5480919,2.2914395,-5.651651,0.00682534330077933,42450.0928151653,1
-2.422355,1.4962984,0.65900904,-3.2136745,-0.7510822,3.2631803,1.4781824,0.06269914195625326,97223.62893690738,1
0.512505,2.0987546,2.063337,-0.26722717,0.072898515,2.4089017,2.80709,0.9082888657283775,93416.30931614774,1
1.3220191,-3.9677587,0.09826945,1.6216253,2.6723146,2.975966,-1.881924,0.49985018340030063,280.9297387347251,1
-2.3503342,-1.1087154,-1.1542865,-1.124892,-4.9036603,-0.25051376,0.10293648,0.46725712765668204,11298.183291639214,0
0.044025183,-1.8778161,-1.3580143,0.06669402,3.618841,4.2531257,-4.6078315,0.8855952525329296,62138.70451330033,0
-0.8569885,1.7424499,1.8112712,-1.5767196,-0.20318046,2.2771819,3.0726874,0.5698840504591626,77037.46333715717,1
-1.3743073,1.1125576,0.24822357,-1.3769253,-2.001956,1.3620547,1.32568,0.22807839494414306,76616.7223229259,1
-4.0941834,-0.423599,1.2947149,2.1099205,-4.4837575,0.78410155,0.7912278,0.17423706271387018,4176.395939436445,0
-1.7711018,-2.5903144,-2.9386585,-2.1692512,-0.7922532,2.4812145,-1.2110418,0.08005753447203257,99803.91243613583,1
-2.5252874,0.1706611,3.7433739,-1.7133183,-2.4318712,1.3418099,2.3072088,0.8984312434198319,84525.98886067727,1
-0.010540311,-2.2917733,0.92616785,2.239457,1.7467387,1.5694326,-3.5546896,0.5219922195415104,53834.14038502224,1
-1.8859627,-0.7678016,-4.7924323,0.4011182,-1.050241,3.4558916,-4.6042776,0.48736461053193125,80758.43770606547,0
-3.6215596,-2.0698986,0.68447626,1.2366431,-1.2694528,0.6351141,1.7005055,0.484746625717396,38085.45009579072,0
-0.9943037,-0.16517283,-3.3306117,0.76471215,-0.4340706,0.32601714,-1.1763256,0.777160715290606,14949.183857799051,1
-2.8598745,-2.2828763,-0.53232837,0.7596621,-2.5202994,3.184949,-2.0800993,0.4473561028163987,31931.963694868835,0
-2.7430122,1.9673566,4.0897007,0.9513056,-1.7505243,-1.4038824,0.5319336,0.3659894381170534,40390.906281253585,1
-1.4029964,-2.5801344,-3.2434688,2.1242557,-2.9240484,-0.36822447,-0.062388983,0.8021589714815507,24604.164521449355,0
2.340189,1.5182098,0.62381715,-1.7317027,-2.2632756,3.9628372,3.9104166,0.814546589096398,23909.510376738577,1
0.10778382,-2.800618,-0.93377537,0.5305642,0.5688287,1.9782522,-4.9043703,0.8020069699297986,61502.933192199,1
-0.7157782,-0.6249567,-2.37014,-3.3648536,-2.4239328,-1.0972441,-1.764537,0.4785460835980907,58932.89047101021,0
-1.4360611,-2.571182,-0.13453975,1.9274088,3.5351605,2.1864455,-2.9688442,0.36429049196931707,93321.14028650589,1
0.52190745,4.790922,4.382597,2.0611746,-0.565716,-0.55243915,0.31526807,0.26315036971423256,16125.255277810775,1
1.0740383,-1.1785252,-0.7332846,3.511927,1.2753197,3.3051107,-2.7130177,0.2645826415734106,7280.897986972994,1
-3.208231,2.5444157,-0.14803036,-0.9776116,-0.59616196,1.6244516,1.8006792,0.2596250866413643,10869.071581885519,1
-2.5322285,-3.843339,-1.1309198,1.0256758,-0.41893485,-0.57244885,1.1967534,0.24320954365985203,61825.51310230771,0
-0.5640362,-4.308967,0.71992815,-3.5110617,-3.153293,0.8032395,2.4176655,0.8475654691007115,50320.56146809545,0
-0.81785107,-2.9232628,-3.7010093,2.185586,-3.6242304,-1.558479,-0.37972268,0.9572211658133736,97513.31971933458,0
1.7522606,0.6715627,-3.4930387,0.33029443,5.94206,-0.914753,3.8260832,0.5473926188542865,98474.93128317125,1
2.9388995,-4.1087413,-4.10969,0.91589737,-0.58135015,-5.5362773,0.4689592,0.9911019581108735,39018.47894697924,0
2.2238245,-1.5138458,-1.5284872,1.2843663,-0.25529942,1.4504383,-2.9505389,0.2692421550726388,17062.13983465016,1
-1.4647973,-2.7072778,0.22555353,-0.42152175,-1.0421088,2.4853232,-1.227977,0.4020303081518749,26551.976369581902,0
-2.4505625,2.2980967,0.63969934,-1.633627,0.5536741,2.3416767,1.1470891,0.3652379817369905,20987.4421989968,1
-2.468032,-0.3634295,-0.64465934,2.1044834,-0.7007296,-1.0650054,1.1782197,0.7227445957766823,18632.372391882836,0
0.9128693,-1.3845593,-2.0212502,3.3860288,0.63228154,2.6957827,-1.7341987,0.2919774696362597,-620.5496597074377,1
0.2607478,1.0521442,-2.182797,0.76760745,0.004518778,-3.2642274,3.9229524,0.39958433957959727,3896.992918371725,0
-3.4523554,-2.8003721,0.6935532,-1.4181393,-3.0603406,1.7796348,1.2397698,0.8106252226764742,44181.12109211203,0
1.0247892,-5.411394,-4.049378,0.17097199,-3.5055828,-1.0776129,-0.023331838,0.9693410315336195,38089.60744029482,0
-2.8056278,-3.4574027,-1.8969725,2.5275908,-1.5746318,-1.5387179,-0.57800066,8.565178123365325e-05,49850.7472813066,0
-1.5865906,-0.2696091,-1.159889,-1.9151214,-2.7976665,1.6950858,0.43889004,0.19628246562159335,44559.4605751618,0
2.801873,-2.6833506,-0.43898454,0.91776323,2.3945277,3.4108438,-2.8029382,0.5028289579979794,12061.88575369704,1
2.0972977,-1.721004,-2.3379166,0.6042993,4.182522,1.6871378,0.25490046,0.6762189070358445,25080.83650352493,1
2.3060844,-2.4562309,0.69574094,1.6834878,1.7737973,3.2769825,-3.1147623,0.3110803723639127,51991.0570705501,1
-2.856516,2.6390772,-1.330393,-2.1140199,-0.45851767,2.8789842,-0.41412875,0.9490105580115559,-821.6455520971439,1
0.88868016,4.094424,0.1701332,-0.99409544,-0.11895086,2.2030997,0.9271929,0.18178936596134954,91812.33584037046,1
-0.9629935,-1.8102208,-2.1236992,1.3703758,-1.2813208,-1.8720064,0.90075994,0.4581526746402872,30114.915955261593,0
0.0064368555,-1.5002344,-2.84549,0.38942403,0.10806133,-3.0277414,3.2125134,0.3369435841211831,43502.34050800198,0
-0.512973,-3.5553114,-3.2857869,2.0146341,-2.6163409,-3.8424044,-0.10098457,0.8842535003485326,31672.826429749788,0
-3.2349498,-2.6076138,2.6205332,1.8316296,-0.056623954,0.32338053,-0.8257309,0.8900276615807349,14021.036342834388,0
-2.2422388,-0.87481123,-4.5744042,-2.7755647,-1.0919081,0.74213797,-3.1973727,0.1459774474584501,7881.739431600614,0
-3.058471,0.28958955,0.885785,-2.058652,-2.5535707,1.3051032,-0.06765463,0.05509736787940123,7159.272326756347,1
-0.057199214,1.3463466,3.045971,-0.8083317,-1.4243649,-1.0316745,0.10859519,0.4697756281379907,62802.096122047056,1
-3.6969733,1.1754187,-0.9553074,-3.7268457,-2.4675338,-3.311681,-0.87461394,0.9821819819859441,84348.31320983231,0
1.6031696,1.5256994,-5.1735063,0.8191309,2.3043213,-2.283129,3.1615238,0.6779663171807214,36641.402477462274,1
-1.4358321,2.0886369,3.8440995,-0.8071549,-2.0644312,0.96470135,-0.4709186,0.6545724072786945,86818.29955033647,1
-2.4941535,2.279177,2.2871594,-1.55873,-2.9219778,1.2672702,1.8552,0.7057489373357101,89292.01380701728,1
-2.658069,1.4006454,1.6984655,-1.2373397,-0.41874555,1.1164031,0.7656907,0.8272860996873433,90614.00205551967,1
-3.436877,2.7463484,1.7314458,1.6728047,-1.8351312,0.49944615,2.9023,0.8359762425647147,60250.74582425752,0
-0.52609706,-2.586352,0.99307066,2.8301425,2.9936583,3.9157915,-3.6505246,0.5521263275758432,20103.743978267525,1
0.8665033,-1.7820355,-3.368958,0.044158418,-2.7076511,3.57473,-2.4353607,0.7439895706897969,87103.42040381122,0
-1.7791561,-0.29043987,-0.913499,0.86163056,-1.7354944,-0.8533111,2.5909595,0.4237372852929453,89876.9393592314,0
-1.8213402,-2.9185967,-3.6650686,1.2240744,-4.5763497,1.083096,1.0947993,0.07179205279192091,36085.68541882362,0
0.8947064,-0.9951046,-1.0080426,1.0772942,0.55060095,0.959077,-3.2650447,0.48270381111097194,1108.3300512614023,1
-2.3023522,-0.10931374,-3.5707333,2.96437,0.28284627,-0.2141086,-0.2100682,0.9324548783704503,44270.71602586812,1
-1.7882947,0.35044533,-2.4128883,1.7130615,-0.52478653,-3.6451187,3.8531067,0.22280465170933206,29263.021642206386,0
-3.3671126,1.9342437,-0.22193463,1.7181062,0.06860437,-2.5820906,4.3156133,0.9582499839631113,61055.57993513933,0
0.12761983,2.0093646,6.1096287,0.95545274,-0.7174863,0.026416995,1.5675317,0.6659594803622434,17557.045081878427,1
0.29842073,-3.863716,-1.8333338,-4.260914,0.15282504,3.3370085,2.3653047,0.5777181382387231,85373.618004281,0
0.84328216,-2.1291747,-2.807967,-2.4249632,-1.2278924,3.3703926,-0.043079335,0.3153947090254099,95957.62809478542,0
-2.317797,-3.4465072,0.035147555,2.6944163,1.2406371,2.6606476,-4.7199936,0.09041884784762932,2414.2256712303106,1
-0.6797521,1.5082225,4.6454744,-0.9647545,-0.63397825,2.764242,2.9529176,0.9771736044018944,34191.61665517455,1
-3.0362968,-0.34880334,0.49364278,-2.6140678,-3.004986,0.049255762,-1.2125826,0.610493244328784,96403.58266088883,1
-1.6687639,-2.6157968,-0.7332901,0.65022767,3.3152103,0.76726466,-3.2201583,0.5141228424953971,52207.61993394438,1
-3.6342623,-1.2387459,0.25123596,1.8914502,-0.3626407,-0.9296477,1.4341023,0.4714220975617497,9518.981092599399,0
-1.4121475,1.7639009,4.5319076,-0.5129293,-0.8329251,0.30512205,3.7950695,0.15113974154151544,65246.19579554796,1
-0.17476986,-1.4808226,-1.6022576,-0.8316889,-0.3523531,1.6828172,-2.5841548,0.6545448113299813,74639.93367229833,0
0.020163583,1.8704932,1.4535471,-0.7891742,-0.5451122,2.1182368,2.1254904,0.2591925271454397,57550.107901794094,1
-2.156284,-1.9459348,-0.2419656,-1.1118758,-3.0669281,0.5463852,-1.9066476,0.7742707964187341,80947.65714768492,0
-1.6305629,-3.0364923,-2.602986,-1.0135975,-0.7735909,4.147193,-1.4366257,0.1706469938724018,36888.98751666941,0
-3.1372485,2.2017453,1.2586144,-2.968543,-1.4424733,3.52315,-0.10553401,0.45613401874755144,77289.7109903259,1
0.5167331,-0.5069979,0.44546,3.4433079,1.0761864,2.0936763,-2.5066986,0.9243299066600926,26576.45331264841,1
-4.2317467,-1.6976955,-0.31840238,-0.5475219,-1.3343722,1.2015389,-1.7481401,0.7097124888235841,16159.30691218278,0
-3.464552,-0.27298132,-2.1627576,-1.162179,-3.5583854,1.6724502,-0.8860003,0.8287726833765257,39994.67074628764,0
1.9664857,-3.5867696,-0.432983,2.2740273,2.6635036,1.3696214,-2.7072594,0.22275608494112997,60756.26625392485,1
2.933803,-2.405797,-2.426142,-1.2529999,2.4879923,-1.9149529,-0.48488164,0.050058601934395375,29393.082077626532,1
-4.201029,1.1577988,-0.71558195,-2.8299453,-1.2735728,3.657298,1.0819227,0.2958086847481801,34521.345173031215,1
1.2953323,-2.621646,-1.5023882,-2.1073818,0.12719138,3.224146,-0.52231365,0.1733487240831898,82780.39352767175,0
-0.09101755,1.2332983,2.743155,-2.3926618,-0.7775395,2.6243303,0.8962957,0.5182451151544522,77162.15926005962,1
-1.4414396,-4.694247,-2.9339502,2.104547,-2.1526973,-3.0015333,-0.88827246,0.06993165615911745,57627.909729445135,0
-4.226679,-1.5463561,1.5631312,-2.8172674,-1.3472626,-1.337096,1.0890062,0.9801606794807565,-161.58675054875778,0
1.716018,-0.30001715,-2.7303429,1.1194091,1.883205,0.76957524,-0.017930847,0.7749161034726033,-980.3439994114219,1
0.08501514,-3.87949,-2.400704,1.7669067,-2.065155,-3.6685212,-0.7172373,0.7696192945051286,88993.668209401,0
-2.5347729,0.2349803,2.8554454,-0.8974584,-1.6378353,-0.396721,3.7138107,0.3126560704716318,6878.145424239558,1
-0.49659383,-1.1480258,-2.374562,0.53528106,0.08707729,2.1925254,-1.4962045,0.29101465688349826,82461.94484772059,1
-0.09869709,-2.0265682,-0.8959555,0.9715999,-0.5579315,3.1399443,-3.614341,0.36959450271233807,2823.4105047755693,0
-1.4391743,-1.4827656,-0.9166298,-1.7768303,-2.2878678,0.7422598,-0.8990658,0.4294847694689743,45106.07580387374,0
-2.6439564,2.9736102,0.31515092,1.716967,-0.24517784,-1.653634,3.7459123,0.3173678748379043,24734.2119256655,0
0.53367895,-1.207644,-3.2544386,-2.8505251,4.0685368,0.23453589,2.1834955,0.13563231858252667,26728.76628852022,1
-1.5507467,0.9832341,-1.4444315,-1.5025576,-2.4119766,0.66891915,-1.8071364,0.26483535074217623,14990.53953783991,0
-0.011283607,-3.7875144,0.6527222,2.5191305,1.842622,6.2285266,-3.3885272,0.20797495575460567,19171.02557341994,1
3.7492797,-0.17421155,-4.0790796,-1.1370535,1.7112578,-2.1714296,1.5472275,0.8544353674143073,4026.4841001355135,1
0.2970054,-3.775882,-0.086949065,0.43871662,-1.601026,2.954344,-1.6705177,0.39685984109027106,16996.19894723658,0
2.1404865,2.327096,2.8288717,-1.7097695,-0.5968977,2.2411895,3.37192,0.3550124928124224,94899.79141211679,1
0.93640184,-1.6133679,-0.7371221,0.7925333,-2.2741535,2.9701319,-1.970103,0.5219244805272757,91597.00585367023,0
-2.6938713,-3.134989,-0.5638807,1.7747979,-1.5783865,-0.25990936,-0.09479878,0.26676757198868095,17493.900431732724,0
-5.3007574,0.5354596,0.3580629,2.5513816,-1.0534184,-0.5355142,2.5805788,0.5377146488147647,41393.40087656431,0
-3.7857292,0.8930995,-0.47509003,-2.0472317,-2.788434,1.7501082,-1.0052403,0.462862757992512,42752.120033481806,1
-1.690131,-1.5612723,1.1293292,1.9499736,-3.9334736,1.4672076,-1.7966462,0.23226310956686247,44101.8787793018,0
0.8072226,-0.4207337,-0.97912925,-2.205388,0.43171892,1.4898407,-1.982123,0.7240885358097623,54862.78723935271,0
1.0724803,1.1753374,3.236173,-0.23784873,-0.63437325,1.3360626,4.336455,0.057677901015386945,55634.09606328943,1
1.4293293,-2.272877,-2.7661555,0.20945583,-3.4762304,-1.0738571,1.6970735,0.3366504379373395,7152.089102299126,0
-1.3595692,1.1466872,-1.2937847,-2.2414966,-1.4585863,3.8761353,2.2827375,0.502294189513732,86277.19108333491,1
-0.44457415,-2.9351847,-2.398671,-3.4612763,3.0746458,2.9722521,-2.0140152,0.5735770193699915,78715.7782503492,0
-0.537534,-3.1427307,-2.3064616,1.2206345,-2.118557,-2.2815075,0.9380722,0.9854994016796049,41494.561085502515,0
2.4805582,-1.4110833,-0.7006437,2.0576293,0.6675077,3.0045311,-2.370746,0.9247895863112429,81486.44821914808,1
-2.7417061,-0.4070541,0.16906732,-3.1487722,-2.8219347,2.8343737,2.6326892,0.9736302306468952,20584.59958410022,1
0.14831033,-2.4541621,-0.49240917,0.55015814,1.5887879,0.98428696,-1.891449,0.8666516020623782,30756.25281772976,1
-4.614416,2.0529308,-0.88004565,0.47800875,-4.317575,-1.1084259,-1.8878076,0.924581149605388,5478.640185806513,0
0.5386256,2.3947444,1.0593774,-0.7779623,0.34077573,2.2883058,3.481392,0.09611120643610593,70086.21455477632,1
-2.015637,-0.93053466,-0.07380249,-3.3185225,-3.076949,0.40324467,1.3978317,0.14585776163360786,34079.38215243312,0
-1.2161639,-0.90154624,-2.7499335,1.6121334,-2.4226387,-1.6063747,1.8913535,0.5280332074032187,31612.74511015019,0
-3.5218613,-1.2242221,0.4179918,-1.9739381,-4.550586,-1.2930334,0.5433526,0.8812975742535383,97528.53813572244,0
1.7709086,0.07484804,-1.8087611,5.458541,1.2531683,0.7864057,-0.95758456,0.7976049618752192,3045.0249076905125,1
-1.0354885,1.9047356,4.2297773,-0.29987574,-1.4265383,0.663444,1.4121172,0.6033025698201556,84439.65926398044,1
0.73968375,0.6452319,-2.1817281,1.69179,-1.3281236,-2.790226,1.599347,0.8817883571452453,46399.13887460204,0
-0.706661,-3.8852115,-1.6989999,1.6349078,-4.1599407,-1.4084724,-0.59279746,0.07788270994178759,55624.589323635504,0
1.0241393,-2.736406,-2.523925,-3.6115198,-0.25863776,2.3520968,-0.061648183,0.5240504786371603,31968.060622497687,0
-3.6249158,-2.1138546,-0.05272213,-0.7819525,-2.861569,0.92396134,-0.99960375,0.9635564809406376,99738.64912290682,0
-0.396824,0.8218344,-0.06186192,-2.3526318,-1.7062187,0.45916864,1.9447616,0.9566739718861698,71704.52482243667,1
-2.122608,-2.8698504,0.84787613,0.35052454,-0.08118141,0.11977906,1.7801123,0.2737177571809122,85549.61828224607,0
-1.8015686,1.0216905,-0.12639314,-2.0055413,-2.7412136,-0.78786683,-1.7774874,0.1385404106569782,48034.51186852538,0
-1.8943317,-2.0914614,-2.1204917,2.5654268,-1.9001552,-3.3116584,0.14986049,0.8503575830939462,66874.62038190739,0
-2.1084263,1.1054232,2.7367256,-1.958909,-0.9595003,2.4654071,2.652447,0.8430622462049507,96385.86462612632,1
-0.00047850236,-1.0914907,-1.9475019,1.7076322,-0.69844824,-2.9064174,0.40177485,0.5715157949778487,27878.030627814773,0
1.9197327,-3.176759,-0.46324694,3.8786018,2.1542256,3.4684815,-1.4936066,0.44398769154651496,65805.44003346481,1
0.073636964,0.9724838,0.76008993,-2.5917041,-1.3384953,0.23645604,-0.643622,0.6738982229947944,14651.453798844434,1
-3.1646316,-2.514491,-0.7403688,2.0738037,-3.765151,-1.2470231,0.19201517,0.5055701541037246,31980.380889183587,0
-1.0351739,-1.3212326,-2.1773775,0.5087729,3.2470806,-0.4225362,-0.29243487,0.6859168206736179,80722.49812596297,1
-1.9432412,-1.6091727,1.2343867,1.4855543,-2.116157,-0.7545119,0.5134324,0.04495545546197677,43359.66323995925,0
0.42176425,-0.6279205,-0.5598902,4.1170154,0.50406414,3.9356065,-4.1934066,0.44045707125841693,10915.700420277519,1
-1.7840492,-2.567445,-1.2877696,-2.0101478,-0.792371,0.43509308,-1.2112627,0.718605129531499,9797.362245340031,0
-3.4058516,2.498182,4.0980363,-0.31755218,-2.9353933,-1.382042,-0.68690354,0.6685760598881956,7372.894031312218,1
0.3682092,-3.6975117,-5.047829,1.3009409,-3.1579695,-1.2357513,0.4804337,0.9846704937512172,25938.9369929761,0
-0.65555453,0.4054319,-2.7166042,-0.65914655,-0.12588339,2.0724068,-4.6973734,0.9823960744458292,16966.999263206613,0
